"ward","total_households","total_individuals","target","dw_00","dw_01","dw_02","dw_03","dw_04","dw_05","dw_06","dw_07","dw_08","dw_09","dw_10","dw_11","dw_12","dw_13","psa_00","psa_01","psa_02","psa_03","psa_04","stv_00","stv_01","car_00","car_01","lln_00","lln_01","lan_00","lan_01","lan_02","lan_03","lan_04","lan_05","lan_06","lan_07","lan_08","lan_09","lan_10","lan_11","lan_12","lan_13","lan_14","pg_00","pg_01","pg_02","pg_03","pg_04","lgt_00","pw_00","pw_01","pw_02","pw_03","pw_04","pw_05","pw_06","pw_07","pw_08","ADM4_PCODE","lat","lon","NL"
"74203004: Ward 4",2038.5767,6636.22325,20.4496808975,0.7799971912,0.0005556279,0.007052705,0,0.0005556279,0.0006041519,0.0585953818,0.0814736134,0.0644723203,0.0010675389,0,0.0056258418,0,0,0.2741490938,0.5880725532,0.0010372752,0.027943421,0.1087976569,0.2569936221,0.7430063779,0.2094340772,0.7905659228,0.1115931718,0.8884068282,0.0099102875,0.0133230162,0.0104566841,0.0362545579,0.4005677311,0.0118636018,0.4679421205,0.0102759759,0.0083947718,0.0047006345,0.0063203434,0.0107130603,0.009277215,0,0,0.9917792925,0.0040039009,0.0015647575,0,0.0026520491,0.8982206115,0.329943774,0.59677318,0.0689859646,0.0016880846,0.0006041519,0,0.0020048449,0,0,"ZA7423004",-26.5519659397,28.3243877213,18.3575294492
"74203005: Ward 5",2017.8952,6889.92174,21.6281301427,0.9117682177,0,0.0031480376,0,0.000732035,0.0006103439,0.0076148058,0.0642827437,0.0029733952,0,0.000732035,0.008138386,0,0,0.2789413425,0.5891081065,0.0004838502,0.0222527186,0.1092139822,0.1965666106,0.8034333894,0.1520210812,0.8479789188,0.0064607666,0.9935392334,0.013479291,0.012203648,0.0069866019,0.039766369,0.5213149634,0.0069873188,0.3637567515,0.0098541322,0.0064651155,0.0030688796,0.0022169526,0.0084619481,0.0054380284,0,0,0.9870008378,0.0063229644,0.0018839256,0.0005349451,0.004257327,0.9637862016,0.1133921871,0.8801891297,0.0016563645,0.0005613225,0,0,0.0042009962,0,0,"ZA7423005",-26.5667706083,28.3186768886,15.9382553185
"74203006: Ward 6",1702.29998,6212.21049,14.2966817165,0.8498532497,0.0059544852,0.0109341304,0.0102136934,0,0.0046907772,0.0159498445,0.0402925517,0.0400315167,0.0064796981,0.0057857429,0.0098143102,0,0,0.2192151042,0.6316207888,0.0002847714,0.019898347,0.1289809885,0.2101472914,0.7898527086,0.2784400432,0.7215599568,0.0372096286,0.9627903714,0.1806918313,0.0246572376,0.0175961246,0.0587144818,0.3650500275,0.0031753834,0.2947170468,0.010094336,0.0050545229,0.0017963541,0.0020956534,0.0062891655,0.0179948378,0,0.0120729972,0.8030577647,0.0068477718,0.0021358388,0.1868833102,0.0010753145,0.8394011789,0.4238475583,0.4425200604,0.0782624165,0.0214364039,0.0075553957,0.003243782,0.0231343832,0,0,"ZA7423006",-26.5384236305,28.5222853734,4.6722216325
"74203007: Ward 7",2953.08136,10185.80672,19.3658321693,0.8056852453,0.0003835621,0.0087376428,0,0.0005002131,0,0.0083498546,0.1712373173,0.0034854441,0.0003835621,0,0.0012371586,0,0,0.2136610138,0.5619197053,0.0007995253,0.0158648838,0.2077548719,0.1584908348,0.8415091652,0.1215966803,0.8784033197,0.0093315309,0.9906684691,0.0145061392,0.012057585,0.0209272408,0.0415336558,0.4249762605,0.0120811855,0.3246820611,0.0086485433,0.0069578406,0.0047267488,0.0043947221,0.0106781606,0.0163412604,0,0.0974885964,0.96965325,0.0130550514,0.0026383899,0.0039981065,0.0106552022,0.9281502356,0.23405879,0.7622077165,0.0020825942,0.0007671241,0,0,0.0008837752,0,0,"ZA7423007",-26.5328760053,28.3588079703,20.4110295456
"74203008: Ward 8",2804.63067,10247.485,7.9783107414,0.8664561313,0.0038435542,0.0590288774,0.0069867952,0.0262672875,0.0037376258,0.0098319826,0.001896378,0.0041705634,0.0022803823,0.0023757567,0.0131246657,0,0,0.2112336481,0.610549001,0.0006769251,0.0416545299,0.1358858959,0.5617568854,0.4382431146,0.782758808,0.217241192,0.3402710525,0.6597289475,0.5569315056,0.1395791201,0.0039829568,0.0144757889,0.093920239,0.0149303122,0.0534077259,0.0088793123,0.00759133,0.0020279181,0.0054299753,0.0056905368,0.0233800615,0,0.0697732175,0.301747581,0.0205409962,0.0761367282,0.5847086275,0.0168660671,0.9633371192,0.9143941402,0.0566316242,0.0044306725,0.0071104442,0.0010533793,0,0.0163797396,0,0,"ZA7423008",-26.5178579832,28.3658248056,20.3549350886
"74203009: Ward 9",2207.45109,6417.3253,7.9429121123,0.7280497028,0.0041853249,0.0529051586,0.0570660209,0.1017542364,0.0050196718,0.0220396593,0.001588615,0,0.0142960585,0.0005579331,0.0125376187,0,0,0.2080668125,0.6130295421,0.0011486811,0.0643515936,0.1134033707,0.6790668055,0.3209331945,0.8680524831,0.1319475169,0.4613919623,0.5386080377,0.7098635315,0.1284001109,0.0033945934,0.0136504581,0.0270882575,0.0101897063,0.022939783,0.0110193152,0.0005803586,0.0040715047,0.0028934469,0.004230881,0.0160204018,0,0.0456576512,0.1698417283,0.0313231698,0.0327836879,0.7622389035,0.0038125105,0.985835958,0.9671171786,0.0290408563,0.0010710543,0,0,0.0005131212,0.0022577895,0,0,"ZA7423009",-26.4965055047,28.3548677713,19.8086478775
"74203010: Ward 10",2166.84471,7223.90465,6.9404558299,0.7787434015,0.0024353568,0.0058217324,0.0604804947,0.0324443693,0,0.0059591072,0.0316714851,0.0504825517,0.0057132474,0.0005683887,0.0256798652,0,0,0.2540193273,0.6327735555,0.0007140003,0.0276790157,0.0848141012,0.4970304217,0.5029695783,0.6928868982,0.3071131018,0.229899959,0.770100041,0.4031845368,0.0845348713,0.0117429415,0.0324419371,0.2683929196,0.0231737541,0.1094493212,0.0175124543,0.0009787726,0.0041302898,0.0061784827,0.0125713744,0.0219707537,0,0.0037375909,0.5404777429,0.0145955816,0.0147339735,0.425126835,0.005065867,0.8824134425,0.708224444,0.17032383,0.059710661,0.0039293863,0,0.0025483552,0.0552633234,0,0,"ZA7423010",-26.4477783115,28.3536521127,18.6880296449
"74203011: Ward 11",2107.88179,6488.52249,19.5901654428,0.8608656323,0.0005373594,0.0094173592,0.0005373594,0,0.0014015682,0.012838348,0.0834989044,0.0172479027,0.001175194,0.0040212075,0.0084591651,0,0,0.2648342396,0.6060359267,0.0003510229,0.0075487016,0.1212301092,0.2076713467,0.7923286533,0.2038082221,0.7961917779,0.0242061107,0.9757938893,0.0739707754,0.0294167864,0.0096222676,0.0430439519,0.4461096643,0.012618916,0.3259972133,0.0081288429,0.0089837602,0.0018733448,0.0043276062,0.0126536789,0.0132355032,0,0.0100176889,0.9013588454,0.0083844558,0.0017455715,0.0833161726,0.0051949546,0.8961011661,0.5368541279,0.4103209507,0.0337583731,0.0093905313,0.0005109347,0.0032039273,0.005961155,0,0,"ZA7423011",-26.5416097987,28.4071657284,16.5199102296
"74203012: Ward 12",2541.20335,9824.77597,10.4476613412,0.5747864019,0.0162522924,0.0312319634,0.0029292028,0,0.0009363713,0.0104688552,0.0995589471,0.2463839661,0.0004846562,0.0048715975,0.0120957459,0,0,0.1975518613,0.6283926625,0.0004168838,0.0079993315,0.1656392609,0.2084344726,0.7915655274,0.3796057958,0.6203942042,0.0467727858,0.9532272142,0.2858528519,0.0750401447,0.0560146828,0.0286211961,0.3386752207,0.0255290473,0.0422280041,0.0203994046,0.0023531142,0.0093668599,0.004551145,0.0193349427,0.016611819,0,0.0754215671,0.6484782166,0.0208930331,0.0050526312,0.3204929954,0.0050831235,0.6965184034,0.467846243,0.2755522418,0.1583392215,0.0203238084,0.0075987268,0.0371625159,0.0331772426,0,0,"ZA7423012",-26.3552179025,28.648970166,5.6680739267
"74203013: Ward 13",2757.51317,8569.48419,24.0343958176,0.845074749,0,0.0013370199,0,0,0,0.0043215061,0.0219383939,0.1234348955,0.0013930922,0,0.0025003435,0,0,0.2703940142,0.5977212439,0.0002847616,0.0068379822,0.1247619981,0.1137940567,0.8862059433,0.1748125939,0.8251874061,0.0288210301,0.9711789699,0.0184863752,0.0201742994,0.1158574726,0.0281170354,0.7193106252,0.0077078782,0.0573301134,0.0058877196,0.0014791159,0.0109512962,0.0016466709,0.0062000243,0.0063846013,0,0.0004667726,0.969740691,0.0029879593,0.006513161,0.0171070751,0.0036511136,0.8824856456,0.7329875019,0.1453575143,0.0965445579,0.0193390953,0.0038784221,0,0.0018929085,0,0,"ZA7423013",-26.3524196016,28.7772336334,5.7979138515
"74801001: Ward 1",4334.93603,13538.69017,19.8837831524,0.584545724,0.0016690073,0.0049596257,0,0.0006815187,0.0009222535,0.0215613931,0.3553178292,0.0049020931,0.0006020527,0.0002484443,0.0245900584,0,0,0.2455802141,0.5845028648,0.0001686788,0.0390022774,0.1307459649,0.0779641447,0.9220358553,0.1413774588,0.8586225412,0.0152621099,0.9847378901,0.0037338354,0.0081387762,0.0080185741,0.24472988,0.157675686,0.0371545204,0.0881331883,0.229848077,0.0027749125,0.0082058019,0.0186500974,0.1566963756,0.0249393299,0,0.0113009455,0.9850689448,0.0028510033,0.0014679507,0.0012235896,0.0093885116,0.9823623764,0.196185767,0.801701143,0.0015905033,0,0,0.0002612934,0.0002612934,0,0,"ZA7481001",-26.1888795167,27.7700939955,52.8421821502
"74801002: Ward 2",4868.64636,15864.36911,21.8218490611,0.6629489968,0.000524614,0.001495849,0.0002529676,0,0.0002529676,0.0298540784,0.2898016709,0.0114093623,0.0015276074,0.0004652998,0.0014665863,0,0,0.2653645223,0.5724209105,0.0003675331,0.0358780848,0.1259689494,0.1092347566,0.8907652434,0.1595536896,0.8404463104,0.0141809006,0.9858190994,0.0065813301,0.0192609286,0.0109048175,0.2207027267,0.283791608,0.0411679926,0.086146397,0.2045673848,0.0059397149,0.007633677,0.017165166,0.082834121,0.0133041357,0,0,0.994547139,0.0016565247,0.001227288,0.0004735555,0.0020954927,0.98941613,0.4821229509,0.5147026657,0.000214345,0.0004355543,0.0002326499,0.0003034047,0.0019884295,0,0,"ZA7481002",-26.2037813544,27.7592384005,50.2399677508
"74801003: Ward 3",3791.27613,13303.03442,17.6130710901,0.6849805714,0.0003896234,0.0459418344,0.0029722235,0.0021288267,0.0005740178,0.026504271,0.2091660045,0.0010780091,0.0244073623,0,0.0018572559,0,0,0.2376087651,0.5973404893,0.0004878624,0.0166801124,0.1478827708,0.2267958784,0.7732041216,0.4119402192,0.5880597808,0.3378934417,0.6621065583,0.0265492495,0.4402934966,0.0074636363,0.0552893007,0.0745799732,0.0225635769,0.0358602688,0.154203089,0.0019135108,0.0055235601,0.0034006046,0.0537298279,0.065634478,0,0.0529954278,0.4862763281,0.0102444627,0.492312938,0.004319192,0.0068470792,0.9925356848,0.630349159,0.3284485955,0.002210873,0.0006236159,0.0023110292,0.0336406254,0.002416102,0,0,"ZA7481003",-26.1598822511,27.7423511254,50.6451769932
"74801004: Ward 4",4106.9328,12858.47848,17.6294167755,0.5150376188,0.0002998856,0.0024579487,0.0005621227,0.002568379,0,0.0380529211,0.4110388025,0.0183516248,0.0090980232,0.0003596772,0.0021729964,0,0,0.2736171224,0.6070546972,0.0002698741,0.0134997278,0.1055585785,0.1931351153,0.8068648847,0.1787447849,0.8212552151,0.0303062982,0.9696937018,0.005134368,0.0169002989,0.0115948936,0.1355586396,0.1227991828,0.0427316568,0.0645064267,0.4979981971,0.0053592204,0.0070931977,0.0225510662,0.058596397,0.0091764551,0,0,0.9954526595,0.0029650802,0.0003028375,0.0006711051,0.0006083177,0.9830542759,0.3082397136,0.6876041142,0.0015144441,0.0005756851,0.0003596772,0.0002434907,0.0014628752,0,0,"ZA7481004",-26.1743971324,27.7907853016,56.3266194055
"74801005: Ward 5",2596.94285,7792.11441,20.5274074476,0.4376850111,0.0049850462,0.0049303126,0.0004147146,0.0024842018,0.0063752231,0.0449971127,0.455815437,0.0323557178,0.0041944088,0.0005688111,0.0051940034,0,0,0.2625439505,0.5946215027,0.0004496623,0.0347143838,0.1076705007,0.1441741315,0.8558258685,0.1628823368,0.8371176632,0.0430305888,0.9569694112,0.0074452731,0.0334926473,0.0127079025,0.1492614673,0.1288188837,0.0416816942,0.0730400428,0.4584877611,0.007818272,0.003299537,0.0287994219,0.0508780838,0.0042690133,0,0,0.9919156564,0.0042710153,0.0013326396,0.0004730077,0.002007681,0.9723437233,0.4704362016,0.5208418275,0.0044932448,0,0.0010430649,0,0.0031856612,0,0,"ZA7481005",-26.1782862152,27.7992485326,56.8069243646
"74801006: Ward 6",1859.50886,7845.1248,17.2624695104,0.8231453331,0,0.0006623308,0.0026749859,0,0.000609134,0.0816054138,0.0870755303,0.0018206904,0.000609134,0.0005791798,0.0012182679,0,0,0.2541672517,0.5560645549,0,0.0884454738,0.1013227196,0.546660138,0.453339862,0.3672160723,0.6327839277,0.2393921156,0.7606078844,0.0054533192,0.020473195,0.0159015405,0.0491474081,0.1025615157,0.0457752641,0.0778047393,0.6221272439,0.0051314646,0.0019051271,0.0204083968,0.0310564454,0.0022543402,0,0,0.9941410237,0.0047064439,0,0.0001554749,0.0009970574,0.9940346453,0.6975935033,0.2974095214,0.0031762849,0,0.0005791798,0,0.0012415106,0,0,"ZA7481006",-26.1544509359,27.7614159016,53.8150034977
"74801007: Ward 7",2617.1804,9953.59923,10.4022898078,0.8407826377,0.0008442979,0.0003820906,0.0004327902,0.0012643187,0,0.1147671135,0.024739804,0.0032798733,0.0115680027,0,0.0019390715,0,0,0.32778594,0.5337564671,0.0004671376,0.0333056237,0.1046848317,0.5652092114,0.4347907886,0.5653964434,0.4346035566,0.301481006,0.698518994,0.006091276,0.0259279597,0.0073745254,0.1109700847,0.2010125668,0.0626328643,0.0906371976,0.3630228741,0.0035797071,0.003023003,0.0373135648,0.059594265,0.0064161555,0,0.0224039561,0.9944699511,0.0023115297,0.0015648731,0.0014571834,0.0001964626,0.9962109146,0.8558344927,0.1179612265,0,0.0014299931,0,0,0.0247742876,0,0,"ZA7481007",-26.1692950126,27.8007633932,57.9909465772
"74801008: Ward 8",3139.93635,11225.58588,15.5768288106,0.7545505373,0.0010254444,0.0021643146,0.0006930905,0,0.0029632448,0.0594799509,0.1678440138,0.0045682646,0.0036525295,0,0.0030586098,0,0,0.2753520799,0.56681349,0.000516545,0.0615657577,0.0957521275,0.3347527156,0.6652472844,0.3592455497,0.6407544503,0.1880763507,0.8119236493,0.0079027608,0.0282070222,0.007878607,0.1147924958,0.1847881048,0.0439457036,0.0748312702,0.4065104965,0.0041333789,0.0043289785,0.0476933254,0.0639516545,0.0110362017,0,0,0.9935701218,0.0036125785,0.0012719256,0.0003259661,0.0012194081,0.9606186667,0.6933329715,0.3008388562,0.0019448961,0.0003429974,0,0,0.0035402788,0,0,"ZA7481008",-26.163569532,27.7974544509,58.1841560655
"74801009: Ward 9",2006.40417,6649.71622,9.0937764548,0.8293650227,0.001837541,0.0069960082,0.003092981,0.0170082033,0.0011013135,0.0744321121,0.0577594394,0.0010735524,0.0022086826,0.001632363,0.0034927808,0,0,0.2786216567,0.6212376684,0.0001931661,0.0166790396,0.0832684692,0.533065499,0.466934501,0.6398351834,0.3601648166,0.3721061495,0.6278938505,0.3164385201,0.0887418005,0.0090783694,0.0863209197,0.1191570052,0.031980667,0.0571155606,0.216784636,0.0056688163,0.0076807443,0.0123859075,0.0190735688,0.0118283664,0,0.0177451182,0.6103796517,0.0165871996,0.0054207231,0.3646047786,0.0030076471,0.9937351605,0.7937307816,0.2019032337,0.0011013135,0.0013007648,0,0,0.0019639064,0,0,"ZA7481009",-26.1512417948,27.8080906859,60.3052466647
"74801010: Ward 10",2792.35219,8543.86272,19.1997915564,0.5704435729,0.0004056401,0.0014990767,0,0,0,0.0631803541,0.3596607776,0,0.0008821308,0.0008267582,0.0031016897,0,0,0.2500727177,0.6370383208,0.0004046355,0.0137165629,0.0987677632,0.2154013996,0.7845986004,0.1764556748,0.8235443252,0.1287076219,0.8712923781,0.0022905974,0.0226808583,0.0159606579,0.3492150106,0.2494470475,0.0256621001,0.0375164584,0.2322230079,0.0039142576,0.0063021811,0.0089925836,0.0308662532,0.0149289864,0,0,0.9946804822,0.0041882637,0.0007596154,0.0001427598,0.0002288789,0.9806083559,0.3429560152,0.6536799679,0.0008267582,0.0004056401,0,0,0.0021316186,0,0,"ZA7481010",-26.1592135676,27.7859826619,57.1771876427
"74801011: Ward 11",3843.17308,13245.64586,18.3418702548,0.7294511883,0.0006645967,0.0037910575,0.0006007015,0.0006151948,0.0346638018,0.032769591,0.1913476377,0.0013436866,0.0022681024,0.0003843621,0.0021000798,0,0,0.3061444344,0.5711441722,0,0.0234898081,0.0992215853,0.3404516093,0.6595483907,0.2745784143,0.7254215857,0.110226662,0.889773338,0.0081266932,0.0217784767,0.0079852527,0.0893750771,0.1006495035,0.0415872835,0.0716067431,0.5828042393,0.004123549,0.0037208491,0.0260503892,0.0387385678,0.0034533756,0,0,0.9922409703,0.0029307578,0.0004899761,0.0040430275,0.0002952684,0.9827434808,0.6722622807,0.3253944759,0.0013694257,0.0002947278,0,0,0.0006790899,0,0,"ZA7481011",-26.1692731402,27.769906808,54.6337734644
"74801012: Ward 12",1712.49886,6523.62463,19.1104179772,0.6356948582,0.0008625816,0.0072816808,0,0.0007191888,0.0085642451,0.0466662559,0.2825922232,0.0112412162,0.0007191888,0,0.0056585614,0,0,0.2531263759,0.6164918781,0.000370078,0.0343245132,0.0956871548,0.2710638184,0.7289361816,0.2042480192,0.7957519808,0.1513101971,0.8486898029,0.005000372,0.0737163321,0.0118448676,0.028297045,0.0266156607,0.0301531758,0.0564511757,0.7310770761,0.0046023509,0.0030668487,0.0023334589,0.0206829773,0.0061586591,0,0,0.9959848042,0.0014400445,0.0015917654,0.0003838694,0.0005995164,0.9854735903,0.6145896704,0.3840297155,0,0.0013806141,0,0,0,0,0,"ZA7481012",-26.1578880674,27.7775894179,56.1699138482
"74801013: Ward 13",2767.92551,10049.34334,9.9034836382,0.813960716,0.0017769481,0.0013677283,0.0075253542,0.0088971072,0.0010673481,0.0489581492,0.0944951586,0.0045883894,0.0131108297,0,0.0042522712,0,0,0.3127582235,0.5237491428,0.0003541654,0.0691946694,0.0939437989,0.5615407078,0.4384592922,0.4576848024,0.5423151976,0.2280962684,0.7719037316,0.0065010367,0.0291564085,0.0139186169,0.0935651135,0.1425038663,0.0802471468,0.0848827283,0.4059521246,0.006142674,0.0047149927,0.070904006,0.0518423495,0.0096689362,0,0,0.9941137477,0.0049882065,0.000387491,0.0001213731,0.0003891816,0.9936749093,0.7289900948,0.2685025761,0,0.0003770224,0.0003890965,0,0.0017412102,0,0,"ZA7481013",-26.1499724482,27.7708149763,55.2832318002
"74801014: Ward 14",3578.42481,13382.06389,17.3487197011,0.7889380915,0.0031617515,0.0977819037,0.0014060181,0.0009340339,0.0003165331,0.0408953346,0.0211263207,0.010245603,0.0229855661,0.0078119121,0.0043969318,0,0,0.2467655443,0.6005114066,0.0006274159,0.0376232309,0.1144724022,0.2949007779,0.7050992221,0.3624994457,0.6375005543,0.1292153488,0.8707846512,0.1930675441,0.0735510373,0.013686897,0.1062822089,0.0678528669,0.0551838966,0.0426582046,0.3491840376,0.0070977437,0.004985373,0.023374733,0.0210633055,0.0259458707,0,0.0160662811,0.7575724652,0.0070720623,0.0021418363,0.2301449235,0.0030687127,0.9757030636,0.6938196223,0.2756391715,0.0206510473,0.0003009676,0.0069863142,0,0.0026028771,0,0,"ZA7481014",-26.128116541,27.7847460794,56.6546237934
"74801015: Ward 15",3108.38277,7533.25235,14.3521059988,0.7680171899,0.0019302642,0.0042700597,0.0010078199,0.0015033219,0.0042509887,0.0550502247,0.1512719619,0.0016939291,0.0034086954,0.0003217107,0.0072738339,0,0,0.1879249578,0.699470329,0.0004580001,0.0273863559,0.0847603572,0.1586839159,0.8413160841,0.1521123893,0.8478876107,0.0897741883,0.9102258117,0.0083224784,0.025949809,0.0137574005,0.0559769208,0.3170157309,0.0264769054,0.0617506461,0.4446856941,0.0032981837,0.0032456645,0.0119873151,0.017240207,0.0102930443,0,0,0.9936997411,0.0036944056,0.0001723041,0.00032735,0.0021061992,0.9429865357,0.3256772524,0.6619755102,0.0078745675,0.0011186428,0.0003357276,0,0.0030182994,0,0,"ZA7481015",-26.1414524364,27.7965597355,59.2694924283
"74801016: Ward 16",4645.21871,11590.61523,13.2084936858,0.2735825522,0.0026266191,0.0437602474,0.0067712506,0.0160275037,0.0004636983,0.0326680097,0.0239964503,0.5893486509,0.008058824,0.001116406,0.0015797878,0,0,0.1568799761,0.7063465974,0.0004192702,0.0386830191,0.0976711372,0.1451021302,0.8548978698,0.2465081606,0.7534918394,0.0892553776,0.9107446224,0.2328248377,0.0589565469,0.0190182295,0.0953474581,0.1153278858,0.0463138383,0.0614347656,0.2524124597,0.0011732328,0.0086053663,0.0238983328,0.0436139299,0.0409868398,0,8.63E-05,0.735837529,0.0189845384,0.0064953049,0.2308354636,0.0078471641,0.333476436,0.3165158008,0.0773356783,0.3531337968,0.1251974162,0.0485409523,0.0130178973,0.0662584583,0,0,"ZA7481016",-26.1291841903,27.8133493493,60.9580035314
"74801017: Ward 17",2930.84955,8809.40022,4.9632424837,0.6713904915,0.0010951364,0.1332159578,0.0329159885,0.0939557815,0.0019808557,0.0412256098,0.0045198977,0.0022206872,0.0134455008,0,0.0040340931,0,0,0.2103458526,0.6317803938,0.0019159227,0.043284671,0.1126731599,0.5879041898,0.4120958102,0.8369901314,0.1630098686,0.4312100735,0.5687899265,0.6615329732,0.1575865218,0.0042440801,0.0161965045,0.0174928538,0.0075181974,0.0112652981,0.0604581375,0.0016688071,0.0002427872,0.0028570435,0.001453872,0.007536277,0,0.0499466467,0.1722333112,0.0130066891,0.0036617941,0.8004381188,0.0106600867,0.9895007883,0.926456474,0.0644632987,0.0027051883,0.0012916971,0.0004202229,0,0.0046631189,0,0,"ZA7481017",-26.0836126356,27.7720148918,44.1860932598
"74801018: Ward 18",3205.40726,10231.00948,6.1823934972,0.7308301411,0.0068309573,0.0746996093,0.0343194144,0.0960742942,0.0019495151,0.0227014024,0.0012292947,0.0014578179,0.0195638853,0.003211074,0.0071325944,0,0,0.2381607929,0.6249146834,0.0009790705,0.0596156832,0.07632977,0.6489381664,0.3510618336,0.887467819,0.112532181,0.5086433572,0.4913566428,0.6134664788,0.2611068962,0.003076669,0.0073945538,0.0150201151,0.0059640498,0.0144227019,0.0324354953,0.0020451902,0.0009250143,0.0034764057,0.0041752977,0.0184088501,0,0.0180822821,0.1303257272,0.014561305,0.0092032668,0.8399844978,0.0059252032,0.9924529684,0.9677838254,0.0235085198,0.0027786079,0.0007375974,0,0.0007684577,0.0044229918,0,0,"ZA7481018",-26.1122016452,27.8196704889,59.8164277671
